Paradigm,Order,Class,Lemma,Stem,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,
VII,Ind,VII_V,imo,imo,0SgObv,NA,Neu,Pos,imonini,<<imo>>niniw,JDN-2010-MS-VII-p3,,,
VII,Ind,VII_V,imo,imo,0SgProx,NA,Neu,Pos,imo,<<imo>>w,OPD-Note-po,imon,<<imo>>n,JDN-2010-MS-VII-p3
VII,Ind,VII_V,imo,imo,0PlObv,NA,Neu,Neg,imosininiwan,<<imo>>sininiwan,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_V,imo,imo,0PlProx,NA,Neu,Neg,imosinoon,<<imo>>sinoon,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_V,imo,imo,0SgObv,NA,Neu,Neg,imosinini,<<imo>>sininiw,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_V,imo,imo,0SgProx,NA,Neu,Neg,imosinoon,<<imo>>sinoon,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_V,imo,imo,0PlObv,NA,Prt,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0PlProx,NA,Prt,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgObv,NA,Prt,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgProx,NA,Prt,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0PlObv,NA,Prt,Neg,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0PlProx,NA,Prt,Neg,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgObv,NA,Prt,Neg,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgProx,NA,Prt,Neg,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0PlObv,NA,Dub,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0PlProx,NA,Dub,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgObv,NA,Dub,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgProx,NA,Dub,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0PlObv,NA,Dub,Neg,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0PlProx,NA,Dub,Neg,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgObv,NA,Dub,Neg,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgProx,NA,Dub,Neg,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0PlObv,NA,DubPrt,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0PlProx,NA,DubPrt,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgObv,NA,DubPrt,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgProx,NA,DubPrt,Pos,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0PlObv,NA,DubPrt,Neg,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0PlProx,NA,DubPrt,Neg,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgObv,NA,DubPrt,Neg,MISSING,,,,,
VII,Ind,VII_V,imo,imo,0SgProx,NA,DubPrt,Neg,MISSING,,,,,
VII,Ind,VII_VV,michaa,michaa,0PlObv,NA,Neu,Pos,michaaniwan,<<michaa>>niwan,JDN-2010-MS-VII-p3,,,
VII,Ind,VII_VV,michaa,michaa,0PlProx,NA,Neu,Pos,michaawan,<<michaa>>wan,JDN-2010-MS-VII-p3,,,
VII,Ind,VII_VV,michaa,michaa,0SgObv,NA,Neu,Pos,michaani,<<michaa>>niw,JDN-2010-MS-VII-p3,,,
VII,Ind,VII_VV,michaa,michaa,0SgProx,NA,Neu,Pos,michaa,<<michaa>>w,JDN-2010-MS-VII-p3,,,
VII,Ind,VII_VV,michaa,michaa,0PlObv,NA,Neu,Neg,michaasininiwan,<<michaa>>sininiwan,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_VV,michaa,michaa,0PlProx,NA,Neu,Neg,michaasinoon,<<michaa>>sinoon,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_VV,michaa,michaa,0SgObv,NA,Neu,Neg,michaasinini,<<michaa>>sininiw,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_VV,michaa,michaa,0SgProx,NA,Neu,Neg,michaasinoon,<<michaa>>sinoon,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_VV,michaa,michaa,0PlObv,NA,Prt,Pos,michaaniibaniin,<<michaa>>niibaniin,JDN-2010-MS-VII-p6,michaaniibanen,<<michaa>>niibanen,JDN-2010-MS-VII-p6
VII,Ind,VII_VV,michaa,michaa,0PlProx,NA,Prt,Pos,michaabaniin,<<michaa>>baniin,JDN-2010-MS-VII-p6,michaabanen,<<michaa>>banen,JDN-2010-MS-VII-p6
VII,Ind,VII_VV,michaa,michaa,0SgObv,NA,Prt,Pos,michaaniiban,<<michaa>>niiban,JDN-2010-MS-VII-p6,,,
VII,Ind,VII_VV,michaa,michaa,0SgProx,NA,Prt,Pos,michaaban,<<michaa>>ban,JDN-2010-MS-VII-p6,,,
VII,Ind,VII_VV,michaa,michaa,0PlObv,NA,Prt,Neg,michaasininiibaniin,<<michaa>>sininiibaniin,JDN-2010-MS-VII-p7,michaasininiibanen,<<michaa>>sininiibanen,JDN-2010-MS-VII-p7
VII,Ind,VII_VV,michaa,michaa,0PlProx,NA,Prt,Neg,michaasinoobaniin,<<michaa>>sinoobaniin,JDN-2010-MS-VII-p7,michaasinoobanen,<<michaa>>sinoobanen,JDN-2010-MS-VII-p7
VII,Ind,VII_VV,michaa,michaa,0SgObv,NA,Prt,Neg,michaasininiiban,<<michaa>>sininiiban,JDN-2010-MS-VII-p7,,,
VII,Ind,VII_VV,michaa,michaa,0SgProx,NA,Prt,Neg,michaasinooban,<<michaa>>sinooban,JDN-2010-MS-VII-p7,,,
VII,Ind,VII_VV,michaa,michaa,0PlObv,NA,Dub,Pos,michaaniwidogen,<<michaa>>niwidogen,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_VV,michaa,michaa,0PlProx,NA,Dub,Pos,michaadogen,<<michaa>>dogen,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_VV,michaa,michaa,0SgObv,NA,Dub,Pos,michaaniwidog,<<michaa>>niwidog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_VV,michaa,michaa,0SgProx,NA,Dub,Pos,michaadog,<<michaa>>dog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_VV,michaa,michaa,0PlObv,NA,Dub,Neg,michaasininiwidogen,<<michaa>>sininiwidogen,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_VV,michaa,michaa,0PlProx,NA,Dub,Neg,michaasinodogen,<<michaa>>sinodogen,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_VV,michaa,michaa,0SgObv,NA,Dub,Neg,michaasininiwidog,<<michaa>>sininiwidog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_VV,michaa,michaa,0SgProx,NA,Dub,Neg,michaasinodog,<<michaa>>sinodog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_VV,michaa,michaa,0PlObv,NA,DubPrt,Pos,michaanigobaniin,<<michaa>>nigobaniin,JDN-2010-MS-VII-p11,michaagobanen,<<michaa>>gobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_VV,michaa,michaa,0PlProx,NA,DubPrt,Pos,michaagobaniin,<<michaa>>gobaniin,JDN-2010-MS-VII-p11,michaagobanen,<<michaa>>gobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_VV,michaa,michaa,0SgObv,NA,DubPrt,Pos,michaanigoban,<<michaa>>nigoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_VV,michaa,michaa,0SgProx,NA,DubPrt,Pos,michaagoban,<<michaa>>goban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_VV,michaa,michaa,0PlObv,NA,DubPrt,Neg,michaasininigobaniin,<<michaa>>sininigobaniin,JDN-2010-MS-VII-p12,michaasininigobanen,<<michaa>>sininigobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_VV,michaa,michaa,0PlProx,NA,DubPrt,Neg,michaasinoogobaniin,<<michaa>>sinoogobaniin,JDN-2010-MS-VII-p12,michaasinoogobanen,<<michaa>>sinoogobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_VV,michaa,michaa,0SgObv,NA,DubPrt,Neg,michaasininigoban,<<michaa>>sininigoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_VV,michaa,michaa,0SgProx,NA,DubPrt,Neg,michaasinoogoban,<<michaa>>sinoogoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_d,zanagad,zanagad,0PlObv,NA,Neu,Pos,zanagadiniwan,<<zanagad>>iniwan,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p3,,,
VII,Ind,VII_d,zanagad,zanagad,0PlProx,NA,Neu,Pos,zanagadoon,<<zanagad>>oon,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p3,,,
VII,Ind,VII_d,zanagad,zanagad,0SgObv,NA,Neu,Pos,zanagadini,<<zanagad>>iniw,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p3,,,
VII,Ind,VII_d,zanagad,zanagad,0SgProx,NA,Neu,Pos,zanagad,<<zanagad>>w,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p3,,,
VII,Ind,VII_d,zanagad,zanagad,0PlObv,NA,Neu,Neg,zanagasininiwan,<<zanaga>>sininiwan,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p5,,,
VII,Ind,VII_d,zanagad,zanagad,0PlProx,NA,Neu,Neg,zanagasinoon,<<zanaga>>sinoon,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p5,,,
VII,Ind,VII_d,zanagad,zanagad,0SgObv,NA,Neu,Neg,zanagasinini,<<zanaga>>sininiw,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p5,,,
VII,Ind,VII_d,zanagad,zanagad,0SgProx,NA,Neu,Neg,zanagasinoon,<<zanaga>>sinoon,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p5,,,
VII,Ind,VII_d,zanagad,zanagad,0PlObv,NA,Prt,Pos,zanagadiniibaniin,<<zanagad>>iniibaniin,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p6,zanagadiniibanen,<<zanagad>>iniibanen,JDN-2010-MS-VII-p6
VII,Ind,VII_d,zanagad,zanagad,0PlProx,NA,Prt,Pos,zanagadoobaniin,<<zanagad>>oobaniin,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p6,zanagadoobanen,<<zanagad>>oobanen,JDN-2010-MS-VII-p6
VII,Ind,VII_d,zanagad,zanagad,0SgObv,NA,Prt,Pos,zanagadiniiban,<<zanagad>>iniiban,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p6,,,
VII,Ind,VII_d,zanagad,zanagad,0SgProx,NA,Prt,Pos,zanagadooban,<<zanagad>>ooban,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p6,,,
VII,Ind,VII_d,zanagad,zanagad,0PlObv,NA,Prt,Neg,zanagasininiibaniin,<<zanaga>>sininiibaniin,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p7,zanagasininiibanen,<<zanaga>>sininiibanen,JDN-2010-MS-VII-p7
VII,Ind,VII_d,zanagad,zanagad,0PlProx,NA,Prt,Neg,zanagasinoobaniin,<<zanaga>>sinoobaniin,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p7,zanagasinoobanen,<<zanaga>>sinoobanen,JDN-2010-MS-VII-p7
VII,Ind,VII_d,zanagad,zanagad,0SgObv,NA,Prt,Neg,zanagasininiiban,<<zanaga>>sininiiban,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p7,,,
VII,Ind,VII_d,zanagad,zanagad,0SgProx,NA,Prt,Neg,zanagasinooban,<<zanaga>>sinooban,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p7,,,
VII,Ind,VII_d,zanagad,zanagad,0PlObv,NA,Dub,Pos,zanagadiniwidogenan,<<zanagad>>iniwidogenan,NJ-zoom-2023-Sep14,zanagadiniwidogen,<<zanagad>>iniwidogen,JDN-2010-MS-VII-p8
VII,Ind,VII_d,zanagad,zanagad,0PlProx,NA,Dub,Pos,zanagadodogenan,<<zanagad>>odogenan,NJ-zoom-2023-Sep14,zanagadodogen,<<zanagad>>odogen,JDN-2010-MS-VII-p8
VII,Ind,VII_d,zanagad,zanagad,0SgObv,NA,Dub,Pos,zanagadiniwidog,<<zanagad>>iniwidog,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p8,,,
VII,Ind,VII_d,zanagad,zanagad,0SgProx,NA,Dub,Pos,zanagadodog,<<zanagad>>odog,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p8,,,
VII,Ind,VII_d,zanagad,zanagad,0PlObv,NA,Dub,Neg,zanagasininiwidogenan,<<zanaga>>sininiwidogenan,NJ-zoom-2023-Sep14,zanagasininiwidogen,<<zanaga>>sininiwidogen,JDN-2010-MS-VII-p9
VII,Ind,VII_d,zanagad,zanagad,0PlProx,NA,Dub,Neg,zanagasinodogenan,<<zanaga>>sinodogenan,NJ-zoom-2023-Sep14,zanagasinodogen,<<zanaga>>sinodogen,JDN-2010-MS-VII-p9
VII,Ind,VII_d,zanagad,zanagad,0SgObv,NA,Dub,Neg,zanagasininiwidog,<<zanaga>>sininiwidog,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p9,,,
VII,Ind,VII_d,zanagad,zanagad,0SgProx,NA,Dub,Neg,zanagasinodog,<<zanaga>>sinodog,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p9,,,
VII,Ind,VII_d,zanagad,zanagad,0PlObv,NA,DubPrt,Pos,zanagadinigobaniin,<<zanagad>>inigobaniin,JDN-2010-MS-VII-p11,zanagadinigobanen,<<zanagad>>inigobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_d,zanagad,zanagad,0PlProx,NA,DubPrt,Pos,zanagadogobaniin,<<zanagad>>ogobaniin,JDN-2010-MS-VII-p11,zanagadogobanen,<<zanagad>>ogobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_d,zanagad,zanagad,0SgObv,NA,DubPrt,Pos,zanagadinigoban,<<zanagad>>inigoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_d,zanagad,zanagad,0SgProx,NA,DubPrt,Pos,zanagadogoban,<<zanagad>>ogoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_d,zanagad,zanagad,0PlObv,NA,DubPrt,Neg,zanagasininigobaniin,<<zanaga>>sininigobaniin,JDN-2010-MS-VII-p12,zanagasininigobanen,<<zanaga>>sininigobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_d,zanagad,zanagad,0PlProx,NA,DubPrt,Neg,zanagasinoogobaniin,<<zanaga>>sinoogobaniin,JDN-2010-MS-VII-p12,zanagasinoogobanen,<<zanaga>>sinoogobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_d,zanagad,zanagad,0SgObv,NA,DubPrt,Neg,zanagasininigoban,<<zanaga>>sininigoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_d,zanagad,zanagad,0SgProx,NA,DubPrt,Neg,zanagasinoogoban,<<zanaga>>sinoogoban,JDN-2010-MS-VII-p12,,,
