Paradigm,Order,Class,Lemma,Stem,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source
VAI,Imp,VAI_n,wanishin,wanishin,Incl,NA,Prb,NA,wanishinziidaa,<<wanishin>>ziidaa,JDN-PC,,,,,,
VAI,Imp,VAI_V,nagamo,nagamo,2Sg,NA,Sim,NA,nagamon,<<nagamo>>n,JDN-PC,,,,,,
VAI,Imp,VAI_V,nagamo,nagamo,2Pl,NA,Sim,NA,nagamog,<<nagamo>>g,JDN-PC,nagamok,<<nagamo>>k,JDN-PC,nagamoyok,<<nagamo>>yok,JDN-PC
VAI,Imp,VAI_V,nagamo,nagamo,Incl,NA,Sim,NA,nagamodaa,<<nagamo>>daa,JDN-PC,,,,,,
VAI,Imp,VAI_V,nagamo,nagamo,2Sg,NA,Del,NA,nagamookan,<<nagamo>>okan,JDN-PC,,,,,,
VAI,Imp,VAI_V,nagamo,nagamo,2Pl,NA,Del,NA,nagamookeg,<<nagamo>>okeg,JDN-PC,,,,,,
VAI,Imp,VAI_V,nagamo,nagamo,Incl,NA,Del,NA,nagamookang,<<nagamo>>okang,JDN-PC,,,,,,
VAI,Imp,VAI_V,nagamo,nagamo,2Sg,NA,Prb,NA,nagamoken,<<nagamo>>ken,JDN-PC,,,,,,
VAI,Imp,VAI_V,nagamo,nagamo,2Pl,NA,Prb,NA,nagamokegon,<<nagamo>>kegon,JDN-PC,,,,,,
VAI,Imp,VAI_V,nagamo,nagamo,Incl,NA,Prb,NA,nagamosiidaa,<<nagamo>>siidaa,JDN-PC,,,,,,
VAI,Imp,VAI_VV,maajiibatoo,maajiibatoo,2Sg,NA,Sim,NA,maajiibatoon,<<maajiibatoo>>n,JDN-PC,,,,,,
VAI,Imp,VAI_VV,maajiibatoo,maajiibatoo,2Pl,NA,Sim,NA,maajiibatoog,<<maajiibatoo>>g,JDN-PC,maajiibatook,<<maajiibatoo>>k,JDN-PC,,,
VAI,Imp,VAI_VV,maajiibatoo,maajiibatoo,Incl,NA,Sim,NA,maajiibatoodaa,<<maajiibatoo>>daa,JDN-PC,,,,,,
VAI,Imp,VAI_VV,maajiibatoo,maajiibatoo,2Sg,NA,Del,NA,maajiibatookan,<<maajiibatoo>>kan,JDN-PC,,,,,,
VAI,Imp,VAI_VV,maajiibatoo,maajiibatoo,2Pl,NA,Del,NA,maajiibatookeg,<<maajiibatoo>>keg,JDN-PC,,,,,,
VAI,Imp,VAI_VV,maajiibatoo,maajiibatoo,Incl,NA,Del,NA,maajiibatookang,<<maajiibatoo>>kang,JDN-PC,,,,,,
VAI,Imp,VAI_VV,maajiibatoo,maajiibatoo,2Sg,NA,Prb,NA,MISSING,,,,,,,,
VAI,Imp,VAI_VV,maajiibatoo,maajiibatoo,2Pl,NA,Prb,NA,MISSING,,,,,,,,
VAI,Imp,VAI_VV,maajiibatoo,maajiibatoo,Incl,NA,Prb,NA,MISSING,,,,,,,,
