Paradigm,Order,Class,Lemma,Stem,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source
VAI,Imp,VAI_VV,nibaa,nibaa,InclSubj,NAObj,Prb,NA,nibaasiidaa,<<nibaa>>siidaa,NJ-ngs-2023Aug18; JDN-2010-MS-VAI-p40,,,,,,
VAI,Imp,VAI_V,niimi,niimi,InclSubj,NAObj,Prb,NA,niimisiidaa,<<niimi>>siidaa,JDN-2010-MS-VAI-p40,,,,,,
VAI,Imp,VAI_n,wanishin,wanishin,InclSubj,NAObj,Prb,NA,wanishinziidaa,<<wanishin>>ziidaa,JDN-2010-MS-VAI-p40,,,,,,
VAI,Imp,VAI_VV,webinige,webinige,InclSubj,NAObj,Prb,NA,MISSING,,,,,,,,
VAI,Imp,VAI_am,zaaga'am,zaaga',InclSubj,NAObj,Prb,NA,zaaga'anziidaa,<<zaaga'>>anziidaa,JDN-2010-MS-VAI-p40,,,,,,
VAI,Imp,VAI_VV,maajiibatoo,maajiibatoo,InclSubj,NAObj,Sim,NA,maajiibatoodaa,<<maajiibatoo>>daa,JDN-2010-MS-VAI-p39,,,,,,
VAI,Imp,VAI_VV,madaabii,madaabii,InclSubj,NAObj,Sim,NA,madaabiidaa,<<madaabii>>daa,JDN-2010-MS-VAI-p39,,,,,,
VAI,Imp,VAI_m,minongwaam,minongwaam,InclSubj,NAObj,Sim,NA,minongwaandaa,<<minongwaan>>daa,JDN-2010-MS-VAI-p39,,,,,,
VAI,Imp,VAI_V,nagamo,nagamo,InclSubj,NAObj,Sim,NA,nagamodaa,<<nagamo>>daa,JDN-2010-MS-VAI-p39,,,,,,
VAI,Imp,VAI_VV,nibaa,nibaa,InclSubj,NAObj,Sim,NA,nibaadaa,<<nibaa>>daa,NJ-ngs-2023Aug18; JDN-2010-MS-VAI-p39,,,,,,
VAI,Imp,VAI_V,niimi,niimi,InclSubj,NAObj,Sim,NA,niimidaa,<<niimi>>daa,JDN-2010-MS-VAI-p39,,,,,,
VAI,Imp,VAI_n,wanishin,wanishin,InclSubj,NAObj,Sim,NA,wanishindaa,<<wanishin>>daa,JDN-2010-MS-VAI-p39,,,,,,
VAI,Imp,VAI_VV,webinige,webinige,InclSubj,NAObj,Sim,NA,webinigedaa,<<webinige>>daa,JDN-2010-MS-VAI-p39,,,,,,
VAI,Imp,VAI_am,zaaga'am,zaaga',InclSubj,NAObj,Sim,NA,zaaga'andaa,<<zaaga'>>andaa,JDN-2010-MS-VAI-p39,,,,,,
