Paradigm,Order,Class,Lemma,Stem,Head,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3PlProxSubj,0SgObj,Dub,Pos,odayaanaawaadog,o<<ayaa>>naawaadog,JDN-2010-MS-VTI-p19,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3PlProxSubj,0SgObj,Dub,Pos,owaabandaanaawaadog,o<<waaband>>aanaawaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3PlProxSubj,0SgObj,Dub,Pos,omiijinaawaadog,o<<miiji>>naawaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3PlProxSubj,0SgObj,Dub,Pos,owanitoonaawaadog,o<<wanit>>oonaawaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3SgObvSubj,0SgObj,Dub,Pos,odayaaninaadog,o<<ayaa>>ninaadog,JDN-2010-MS-VTI-p19,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3SgObvSubj,0SgObj,Dub,Pos,owaabandaminaadog,o<<waaband>>aminaadog,JDN-2010-MS-VTI-p17,owaabandaaninaadog,o<<waaband>>aaninaadog,JDN-2010-MS-VTI-p17,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3SgObvSubj,0SgObj,Dub,Pos,omiijininaadog,o<<miiji>>ninaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3SgObvSubj,0SgObj,Dub,Pos,owanitooninaadog,o<<wanit>>ooninaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3SgProxSubj,0SgObj,Dub,Pos,odayaanaadog,o<<ayaa>>naadog,JDN-2010-MS-VTI-p19,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3SgProxSubj,0SgObj,Dub,Pos,owaabandaanaadog,o<<waaband>>aanaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3SgProxSubj,0SgObj,Dub,Pos,omiijinaadog,o<<miiji>>naadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3SgProxSubj,0SgObj,Dub,Pos,owanitoonaadog,o<<wanit>>oonaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,ExclSubj,0SgObj,Dub,Pos,nidayaaminaadog,ni<<ayaa>>minaadog,JDN-2010-MS-VTI-p19,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,ExclSubj,0SgObj,Dub,Pos,niwaabandaaminaadog,ni<<waaband>>aaminaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,ExclSubj,0SgObj,Dub,Pos,nimiijiminaadog,ni<<miiji>>minaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,ExclSubj,0SgObj,Dub,Pos,niwanitoominaadog,ni<<wanit>>oominaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,InclSubj,0SgObj,Dub,Pos,gidayaaminaadog,gi<<ayaa>>minaadog,JDN-2010-MS-VTI-p19,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,InclSubj,0SgObj,Dub,Pos,giwaabandaaminaadog,gi<<waaband>>aaminaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,InclSubj,0SgObj,Dub,Pos,gimiijiminaadog,gi<<miiji>>minaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,InclSubj,0SgObj,Dub,Pos,giwanitoominaadog,gi<<wanit>>oominaadog,JDN-2010-MS-VTI-p17,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,XSubj,0SgObj,Dub,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,XSubj,0SgObj,Dub,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,XSubj,0SgObj,Dub,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,XSubj,0SgObj,Dub,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,1SgSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,1SgSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,1SgSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,1SgSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,2PlSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,2PlSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,2PlSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,2PlSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,2SgSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,2SgSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,2SgSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,2SgSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3PlObvSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3PlObvSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3PlObvSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3PlObvSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3PlProxSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3PlProxSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3PlProxSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3PlProxSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3SgObvSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3SgObvSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3SgObvSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3SgObvSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3SgProxSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3SgProxSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3SgProxSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3SgProxSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,ExclSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,ExclSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,ExclSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,ExclSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,InclSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,InclSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,InclSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,InclSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,XSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,XSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,XSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,XSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,1SgSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,1SgSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,1SgSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,1SgSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,2PlSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,2PlSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,2PlSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,2PlSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,2SgSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,2SgSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,2SgSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,2SgSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3PlObvSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3PlObvSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3PlObvSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3PlObvSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3PlProxSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3PlProxSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3PlProxSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3PlProxSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3SgObvSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3SgObvSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3SgObvSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3SgObvSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3SgProxSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3SgProxSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3SgProxSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3SgProxSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,ExclSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,ExclSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,ExclSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,ExclSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,InclSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,InclSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,InclSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,InclSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,XSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,XSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,XSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,XSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,1SgSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,1SgSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,1SgSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,1SgSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,2PlSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,2PlSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,2PlSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,2PlSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,2SgSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,2SgSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,2SgSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,2SgSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3PlObvSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3PlObvSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3PlObvSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3PlObvSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3PlProxSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3PlProxSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3PlProxSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3PlProxSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3SgObvSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3SgObvSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3SgObvSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3SgObvSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3SgProxSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3SgProxSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3SgProxSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3SgProxSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,ExclSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,ExclSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,ExclSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,ExclSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,InclSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,InclSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,InclSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,InclSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,XSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,XSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,XSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,XSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,1SgSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,1SgSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,1SgSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,1SgSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,2PlSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,2PlSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,2PlSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,2PlSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,2SgSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,2SgSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,2SgSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,2SgSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3PlObvSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3PlObvSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3PlObvSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3PlObvSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3PlProxSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3PlProxSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3PlProxSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3PlProxSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3SgObvSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3SgObvSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3SgObvSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3SgObvSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3SgProxSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,3SgProxSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,3SgProxSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,3SgProxSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,ExclSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,ExclSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,ExclSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,ExclSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,InclSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,InclSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,InclSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,InclSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,XSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,XSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,XSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,XSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,1SgSubj,0PlObj,Neu,Neg,nidayaasiinan,ni<<ayaa>>siinan,JDN-2010-MS-VTI-p8,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,1SgSubj,0PlObj,Neu,Neg,niwaabandanziinan,ni<<waaband>>anziinan,NJ-zoom-2023Sep8; JDN-2010-MS-VTI-p6,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,1SgSubj,0PlObj,Neu,Neg,nimiijisiinan,ni<<miiji>>siinan,JDN-2010-MS-VTI-p6,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,1SgSubj,0PlObj,Neu,Neg,niwanitoosiinan,ni<<wanit>>oosiinan,JDN-2010-MS-VTI-p6,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,2PlSubj,0PlObj,Neu,Neg,gidayaasiinaawaan,gi<<ayaa>>siinaawaan,JDN-2010-MS-VTI-p8,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,2PlSubj,0PlObj,Neu,Neg,giwaabandanziinaawaan,gi<<waaband>>anziinaawaan,NJ-zoom-2023Sep8; JDN-2010-MS-VTI-p6,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,2PlSubj,0PlObj,Neu,Neg,gimiijisiinaawaan,gi<<miiji>>siinaawaan,JDN-2010-MS-VTI-p6,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,2PlSubj,0PlObj,Neu,Neg,giwanitoosiinaawaan,gi<<wanit>>oosiinaawaan,JDN-2010-MS-VTI-p6,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,2SgSubj,0PlObj,Neu,Neg,gidayaasiinan,gi<<ayaa>>siinan,JDN-2010-MS-VTI-p8,,,,,,
VTI,Ind,VTI_am,waabandan,waaband,NONE,2SgSubj,0PlObj,Neu,Neg,giwaabandanziinan,gi<<waaband>>anziinan,NJ-zoom-2023Sep8; JDN-2010-MS-VTI-p6,,,,,,
VTI,Ind,VTI_i,miijin,miiji,NONE,2SgSubj,0PlObj,Neu,Neg,gimiijisiinan,gi<<miiji>>siinan,JDN-2010-MS-VTI-p6,,,,,,
VTI,Ind,VTI_oo,wanitoon,wanit,NONE,2SgSubj,0PlObj,Neu,Neg,giwanitoosiinan,gi<<wanit>>oosiinan,JDN-2010-MS-VTI-p6,,,,,,
VTI,Ind,VTI_aa,ayaan,ayaa,NONE,3PlObvSubj,0PlObj,Neu,Neg,odayaasiinan,o<<ayaa>>siinan,GUESS,odayaasiinini,o<<ayaa>>siininiw1,GUESS,,,
