,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
363,NAD,NAD_Vw,nishi,nishiw2,ExclPoss,Dim,NONE,Pej,NONE,Loc,ninishiinzhishinaang,n<<nishiw2>>V1nzhishinaang,JDN-2010-Nouns,,,
364,NAD,NAD_Vw,nishi,nishiw2,InclPoss,Dim,NONE,Pej,NONE,Loc,ginishiinzhishinaang,g<<nishiw2>>V1nzhishinaang,JDN-2010-Nouns,,,
365,NAD,NAD_Vw,nishi,nishiw2,2SgPoss,Dim,NONE,Pej,NONE,Loc,ginishiinzhishing,g<<nishiw2>>V1nzhishing,JDN-2010-Nouns,,,
366,NAD,NAD_Vw,nishi,nishiw2,2PlPoss,Dim,NONE,Pej,NONE,Loc,ginishiinzhishiwaang,g<<nishiw2>>V1nzhishiwaang,JDN-2010-Nouns,,,
367,NAD,NAD_Vw,nishi,nishiw2,3SgProxPoss,Dim,NONE,Pej,NONE,Loc,onishiinzhishing,w<<nishiw2>>V1nzhishing,JDN-2010-Nouns,,,
368,NAD,NAD_Vw,nishi,nishiw2,3PlProxPoss,Dim,NONE,Pej,NONE,Loc,onishiinzhishiwaang,w<<nishiw2>>V1nzhishiwaang,JDN-2010-Nouns,,,
369,NAD,NAD_Vw,nishi,nishiw2,3SgObvPoss,Dim,NONE,Pej,NONE,Loc,onishiinzhishining,w<<nishiw2>>V1nzhishining,JDN-2010-Nouns,,,
370,NAD,NAD_Vw,nishi,nishiw2,3PlObvPoss,Dim,NONE,Pej,NONE,Loc,onishiinzhishining,w<<nishiw2>>V1nzhishining,GUESS,,,
399,NAD,NAD_Vw,nishi,nishiw2,1SgPoss,Dim,Poss,Pej,NONE,Loc,ninishiinsimishing,n<<nishiw2>>V1nsimishing,JDN-2010-Nouns,,,
400,NAD,NAD_Vw,nishi,nishiw2,ExclPoss,Dim,Poss,Pej,NONE,Loc,ninishiinsimishinaang,n<<nishiw2>>V1nsimishinaang,JDN-2010-Nouns,,,
401,NAD,NAD_Vw,nishi,nishiw2,InclPoss,Dim,Poss,Pej,NONE,Loc,ginishiinsimishinaang,g<<nishiw2>>V1nsimishinaang,JDN-2010-Nouns,,,
402,NAD,NAD_Vw,nishi,nishiw2,2SgPoss,Dim,Poss,Pej,NONE,Loc,ginishiinsimishing,g<<nishiw2>>V1nsimishing,JDN-2010-Nouns,,,
403,NAD,NAD_Vw,nishi,nishiw2,2PlPoss,Dim,Poss,Pej,NONE,Loc,ginishiinsimishiwaang,g<<nishiw2>>V1nsimishiwaang,JDN-2010-Nouns,,,
404,NAD,NAD_Vw,nishi,nishiw2,3SgProxPoss,Dim,Poss,Pej,NONE,Loc,onishiinsimishing,w<<nishiw2>>V1nsimishing,JDN-2010-Nouns,,,
405,NAD,NAD_Vw,nishi,nishiw2,3PlProxPoss,Dim,Poss,Pej,NONE,Loc,onishiinsimishiwaang,w<<nishiw2>>V1nsimishiwaang,JDN-2010-Nouns,,,
406,NAD,NAD_Vw,nishi,nishiw2,3SgObvPoss,Dim,Poss,Pej,NONE,Loc,onishiinsimishining,w<<nishiw2>>V1nsimishining,JDN-2010-Nouns,,,
407,NAD,NAD_Vw,nishi,nishiw2,3PlObvPoss,Dim,Poss,Pej,NONE,Loc,onishiinsimishining,w<<nishiw2>>V1nsimishining,GUESS,,,
19,NAD,NAD_Vw,nishi,nishiw2,1SgPoss,NONE,NONE,NONE,NONE,ObvPl,ninishiwa',n<<nishiw2>>a',JDN-2010-Nouns,ninishiwan,n<<nishiw2>>an,JDN-2010-Nouns
20,NAD,NAD_Vw,nishi,nishiw2,ExclPoss,NONE,NONE,NONE,NONE,ObvPl,ninishiinaani',n<<nishiw2>>V1naani',JDN-2010-Nouns,ninishiinaanin,n<<nishiw2>>V1naanin,JDN-2010-Nouns
21,NAD,NAD_Vw,nishi,nishiw2,InclPoss,NONE,NONE,NONE,NONE,ObvPl,ginishiinaani',g<<nishiw2>>V1naani',JDN-2010-Nouns,ginishiinaanin,g<<nishiw2>>V1naanin,JDN-2010-Nouns
22,NAD,NAD_Vw,nishi,nishiw2,2SgPoss,NONE,NONE,NONE,NONE,ObvPl,ginishiwa',g<<nishiw2>>a',JDN-2010-Nouns,ginishiwan,g<<nishiw2>>an,JDN-2010-Nouns
23,NAD,NAD_Vw,nishi,nishiw2,2PlPoss,NONE,NONE,NONE,NONE,ObvPl,ginishiiwaa',g<<nishiw2>>V1waa',JDN-2010-Nouns,ginishiiwaan,g<<nishiw2>>V1waan,JDN-2010-Nouns
24,NAD,NAD_Vw,nishi,nishiw2,3SgProxPoss,NONE,NONE,NONE,NONE,ObvPl,onishiwa',w<<nishiw2>>a',JDN-2010-Nouns,onishiwan,w<<nishiw2>>an,JDN-2010-Nouns
25,NAD,NAD_Vw,nishi,nishiw2,3PlProxPoss,NONE,NONE,NONE,NONE,ObvPl,onishiiwaa',w<<nishiw2>>V1waa',JDN-2010-Nouns,onishiiwaan,w<<nishiw2>>V1waan,JDN-2010-Nouns
26,NAD,NAD_Vw,nishi,nishiw2,3SgObvPoss,NONE,NONE,NONE,NONE,ObvPl,onishiini,w<<nishiw2>>V1niw1,JDN-2010-Nouns,onishiini,w<<nishiw2>>V1niw1,JDN-2010-Nouns
27,NAD,NAD_Vw,nishi,nishiw2,3PlObvPoss,NONE,NONE,NONE,NONE,ObvPl,onishiini,w<<nishiw2>>V1niw1,GUESS,onishiini,w<<nishiw2>>V1niw1,GUESS
56,NAD,NAD_Vw,nishi,nishiw2,1SgPoss,NONE,Poss,NONE,NONE,ObvPl,ninishiima',n<<nishiw2>>V1ma',JDN-2010-Nouns,ninishiiman,n<<nishiw2>>V1man,JDN-2010-Nouns
57,NAD,NAD_Vw,nishi,nishiw2,ExclPoss,NONE,Poss,NONE,NONE,ObvPl,ninishiiminaani',n<<nishiw2>>V1minaani',JDN-2010-Nouns,ninishiiminaanin,n<<nishiw2>>V1minaanin,JDN-2010-Nouns
58,NAD,NAD_Vw,nishi,nishiw2,InclPoss,NONE,Poss,NONE,NONE,ObvPl,ginishiiminaani',g<<nishiw2>>V1minaani',JDN-2010-Nouns,ginishiiminaanin,g<<nishiw2>>V1minaanin,JDN-2010-Nouns
59,NAD,NAD_Vw,nishi,nishiw2,2SgPoss,NONE,Poss,NONE,NONE,ObvPl,ginishiima',g<<nishiw2>>V1ma',JDN-2010-Nouns,ginishiiman,g<<nishiw2>>V1man,JDN-2010-Nouns
60,NAD,NAD_Vw,nishi,nishiw2,2PlPoss,NONE,Poss,NONE,NONE,ObvPl,ginishiimiwaa',g<<nishiw2>>V1miwaa',JDN-2010-Nouns,ginishiimiwaan,g<<nishiw2>>V1miwaan,JDN-2010-Nouns
61,NAD,NAD_Vw,nishi,nishiw2,3SgProxPoss,NONE,Poss,NONE,NONE,ObvPl,onishiima',w<<nishiw2>>V1ma',JDN-2010-Nouns,onishiiman,w<<nishiw2>>V1man,JDN-2010-Nouns
62,NAD,NAD_Vw,nishi,nishiw2,3PlProxPoss,NONE,Poss,NONE,NONE,ObvPl,onishiimiwaa',w<<nishiw2>>V1miwaa',JDN-2010-Nouns,onishiimiwaan,w<<nishiw2>>V1miwaan,JDN-2010-Nouns
63,NAD,NAD_Vw,nishi,nishiw2,3SgObvPoss,NONE,Poss,NONE,NONE,ObvPl,onishiimini,w<<nishiw2>>V1miniw1,JDN-2010-Nouns,onishiimini,w<<nishiw2>>V1miniw1,JDN-2010-Nouns
64,NAD,NAD_Vw,nishi,nishiw2,3PlObvPoss,NONE,Poss,NONE,NONE,ObvPl,onishiimini,w<<nishiw2>>V1miniw1,GUESS,onishiimini,w<<nishiw2>>V1miniw1,GUESS
93,NAD,NAD_Vw,nishi,nishiw2,1SgPoss,Dim,NONE,NONE,NONE,ObvPl,ninishiinsa',n<<nishiw2>>V1nsa',JDN-2010-Nouns,ninishiinsan,n<<nishiw2>>V1nsan,JDN-2010-Nouns
94,NAD,NAD_Vw,nishi,nishiw2,ExclPoss,Dim,NONE,NONE,NONE,ObvPl,ninishiinsinaani',n<<nishiw2>>V1nsinaani',JDN-2010-Nouns,ninishiinsinaanin,n<<nishiw2>>V1nsinaanin,JDN-2010-Nouns
95,NAD,NAD_Vw,nishi,nishiw2,InclPoss,Dim,NONE,NONE,NONE,ObvPl,ginishiinsinaani',g<<nishiw2>>V1nsinaani',JDN-2010-Nouns,ginishiinsinaanin,g<<nishiw2>>V1nsinaanin,JDN-2010-Nouns
