,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source
82,NI,NI_C,jiimaan,jiimaan,ExclPoss,Dim,NONE,NONE,NONE,Sg,ninjiimaanensinaan,ni<<jiimaan>>ensinaan,JDN-2010-Nouns
83,NI,NI_C,jiimaan,jiimaan,InclPoss,Dim,NONE,NONE,NONE,Sg,gijiimaanensinaan,gi<<jiimaan>>ensinaan,JDN-2010-Nouns
84,NI,NI_C,jiimaan,jiimaan,2SgPoss,Dim,NONE,NONE,NONE,Sg,gijiimaanens,gi<<jiimaan>>ens,JDN-2010-Nouns
85,NI,NI_C,jiimaan,jiimaan,2PlPoss,Dim,NONE,NONE,NONE,Sg,gijiimaanensiwaa,gi<<jiimaan>>ensiwaa,JDN-2010-Nouns
86,NI,NI_C,jiimaan,jiimaan,3SgProxPoss,Dim,NONE,NONE,NONE,Sg,ojiimaanens,o<<jiimaan>>ens,JDN-2010-Nouns
87,NI,NI_C,jiimaan,jiimaan,3PlProxPoss,Dim,NONE,NONE,NONE,Sg,ojiimaanensiwaa,o<<jiimaan>>ensiwaa,JDN-2010-Nouns
88,NI,NI_C,jiimaan,jiimaan,3SgObvPoss,Dim,NONE,NONE,NONE,Sg,ojiimaanensini,o<<jiimaan>>ensiniw1,JDN-2010-Nouns
89,NI,NI_C,jiimaan,jiimaan,3PlObvPoss,Dim,NONE,NONE,NONE,Sg,ojiimaanensini,o<<jiimaan>>ensiniw1,GUESS
90,NI,NI_C,jiimaan,jiimaan,1SgPoss,Dim,NONE,NONE,NONE,Loc,ninjiimaanensing,ni<<jiimaan>>ensing,JDN-2010-Nouns
91,NI,NI_C,jiimaan,jiimaan,ExclPoss,Dim,NONE,NONE,NONE,Loc,ninjiimaanensinaang,ni<<jiimaan>>ensinaang,JDN-2010-Nouns
92,NI,NI_C,jiimaan,jiimaan,InclPoss,Dim,NONE,NONE,NONE,Loc,gijiimaanensinaang,gi<<jiimaan>>ensinaang,JDN-2010-Nouns
93,NI,NI_C,jiimaan,jiimaan,2SgPoss,Dim,NONE,NONE,NONE,Loc,gijiimaanensing,gi<<jiimaan>>ensing,JDN-2010-Nouns
94,NI,NI_C,jiimaan,jiimaan,2PlPoss,Dim,NONE,NONE,NONE,Loc,gijiimaanensiwaang,gi<<jiimaan>>ensiwaang,JDN-2010-Nouns
95,NI,NI_C,jiimaan,jiimaan,3SgProxPoss,Dim,NONE,NONE,NONE,Loc,ojiimaanensing,o<<jiimaan>>ensing,JDN-2010-Nouns
96,NI,NI_C,jiimaan,jiimaan,3PlProxPoss,Dim,NONE,NONE,NONE,Loc,ojiimaanensiwaang,o<<jiimaan>>ensiwaang,JDN-2010-Nouns
97,NI,NI_C,jiimaan,jiimaan,3SgObvPoss,Dim,NONE,NONE,NONE,Loc,ojiimaanensining,o<<jiimaan>>ensining,JDN-2010-Nouns
