Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source
NID,NID_Cw,gidigw,<<gidigw2>>,3PlProxPoss,NONE,NONE,Pej,NONE,Loc,ogidigoshiwaang,w<<gidigw2>>oshiwaang,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,3SgObvPoss,NONE,NONE,Pej,NONE,Loc,ogidigoshining,w<<gidigw2>>oshining,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,3PlObvPoss,NONE,NONE,Pej,NONE,Loc,ogidigoshining,w<<gidigw2>>oshining,GUESS
NID,NID_Cw,gidigw,<<gidigw2>>,1SgPoss,NONE,Poss,Pej,NONE,Pl,nigidigomishan,n<<gidigw2>>omishan,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,ExclPoss,NONE,Poss,Pej,NONE,Pl,nigidigomishinaanin,n<<gidigw2>>omishinaanin,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,InclPoss,NONE,Poss,Pej,NONE,Pl,gigidigomishinaanin,g<<gidigw2>>omishinaanin,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,2SgPoss,NONE,Poss,Pej,NONE,Pl,gigidigomishan,g<<gidigw2>>omishan,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,2PlPoss,NONE,Poss,Pej,NONE,Pl,gigidigomishiwaan,g<<gidigw2>>omishiwaan,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,3SgProxPoss,NONE,Poss,Pej,NONE,Pl,ogidigomishan,w<<gidigw2>>omishan,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,3PlProxPoss,NONE,Poss,Pej,NONE,Pl,ogidigomishiwaan,w<<gidigw2>>omishiwaan,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,3SgObvPoss,NONE,Poss,Pej,NONE,Pl,ogidigomishini,w<<gidigw2>>omishiniw1,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,3PlObvPoss,NONE,Poss,Pej,NONE,Pl,ogidigomishini,w<<gidigw2>>omishiniw1,GUESS
NID,NID_Cw,gidigw,<<gidigw2>>,1SgPoss,NONE,Poss,Pej,NONE,Sg,nigidigomish,n<<gidigw2>>omish,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,ExclPoss,NONE,Poss,Pej,NONE,Sg,nigidigomishinaan,n<<gidigw2>>omishinaan,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,InclPoss,NONE,Poss,Pej,NONE,Sg,gigidigomishinaan,g<<gidigw2>>omishinaan,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,2SgPoss,NONE,Poss,Pej,NONE,Sg,gigidigomish,g<<gidigw2>>omish,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,2PlPoss,NONE,Poss,Pej,NONE,Sg,gigidigomishiwaa,g<<gidigw2>>omishiwaa,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,3SgProxPoss,NONE,Poss,Pej,NONE,Sg,ogidigomish,w<<gidigw2>>omish,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,3PlProxPoss,NONE,Poss,Pej,NONE,Sg,ogidigomishiwaa,w<<gidigw2>>omishiwaa,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,3SgObvPoss,NONE,Poss,Pej,NONE,Sg,ogidigomishini,w<<gidigw2>>omishiniw1,JDN-2010-Nouns
NID,NID_Cw,gidigw,<<gidigw2>>,3PlObvPoss,NONE,Poss,Pej,NONE,Sg,ogidigomishini,w<<gidigw2>>omishiniw1,GUESS
NID,NID_Cw,gidigw,<<gidigw2>>,1SgPoss,NONE,Poss,Pej,NONE,Loc,nigidigomishing,n<<gidigw2>>omishing,JDN-2010-Nouns
