Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
NI,NI_Cw,aniibiishibag,aniibiishibagw2,NONE,Dim,NONE,Pej,NONE,Pl,aniibiishibagoonzhishan,<<aniibiishibagw2>>oonzhishan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,1SgPoss,NONE,NONE,NONE,NONE,Pl,nindaniibiishibagoon,ni<<aniibiishibagw2>>oon,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,ExclPoss,NONE,NONE,NONE,NONE,Pl,nindaniibiishibagonaanin,ni<<aniibiishibagw2>>onaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,InclPoss,NONE,NONE,NONE,NONE,Pl,gidaniibiishibagonaanin,gi<<aniibiishibagw2>>onaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,2SgPoss,NONE,NONE,NONE,NONE,Pl,gidaniibiishibagoon,gi<<aniibiishibagw2>>oon,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,2PlPoss,NONE,NONE,NONE,NONE,Pl,gidaniibiishibagowaan,gi<<aniibiishibagw2>>owaan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3SgProxPoss,NONE,NONE,NONE,NONE,Pl,odaniibiishibagoon,o<<aniibiishibagw2>>oon,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3PlProxPoss,NONE,NONE,NONE,NONE,Pl,odaniibiishibagowaan,o<<aniibiishibagw2>>owaan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3SgObvPoss,NONE,NONE,NONE,NONE,Pl,odaniibiishibagoni,o<<aniibiishibagw2>>oniw1,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3PlObvPoss,NONE,NONE,NONE,NONE,Pl,odaniibiishibagoni,o<<aniibiishibagw2>>oniw1,GUESS,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,1SgPoss,NONE,Poss,NONE,NONE,Pl,nindaniibiishibagoman,ni<<aniibiishibagw2>>oman,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,ExclPoss,NONE,Poss,NONE,NONE,Pl,nindaniibiishibagominaanin,ni<<aniibiishibagw2>>ominaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,InclPoss,NONE,Poss,NONE,NONE,Pl,gidaniibiishibagominaanin,gi<<aniibiishibagw2>>ominaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,2SgPoss,NONE,Poss,NONE,NONE,Pl,gidaniibiishibagoman,gi<<aniibiishibagw2>>oman,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,2PlPoss,NONE,Poss,NONE,NONE,Pl,gidaniibiishibagomiwaan,gi<<aniibiishibagw2>>omiwaan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3SgProxPoss,NONE,Poss,NONE,NONE,Pl,odaniibiishibagoman,o<<aniibiishibagw2>>oman,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3PlProxPoss,NONE,Poss,NONE,NONE,Pl,odaniibiishibagomiwaan,o<<aniibiishibagw2>>omiwaan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3SgObvPoss,NONE,Poss,NONE,NONE,Pl,odaniibiishibagomini,o<<aniibiishibagw2>>ominiw1,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3PlObvPoss,NONE,Poss,NONE,NONE,Pl,odaniibiishibagomini,o<<aniibiishibagw2>>ominiw1,GUESS,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,1SgPoss,Dim,NONE,NONE,NONE,Pl,nindaniibiishibagoonsan,ni<<aniibiishibagw2>>oonsan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,ExclPoss,Dim,NONE,NONE,NONE,Pl,nindaniibiishibagoonsinaanin,ni<<aniibiishibagw2>>oonsinaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,InclPoss,Dim,NONE,NONE,NONE,Pl,gidaniibiishibagoonsinaanin,gi<<aniibiishibagw2>>oonsinaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,2SgPoss,Dim,NONE,NONE,NONE,Pl,gidaniibiishibagoonsan,gi<<aniibiishibagw2>>oonsan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,2PlPoss,Dim,NONE,NONE,NONE,Pl,gidaniibiishibagoonsiwaan,gi<<aniibiishibagw2>>oonsiwaan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3SgProxPoss,Dim,NONE,NONE,NONE,Pl,odaniibiishibagoonsan,o<<aniibiishibagw2>>oonsan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3PlProxPoss,Dim,NONE,NONE,NONE,Pl,odaniibiishibagoonsiwaan,o<<aniibiishibagw2>>oonsiwaan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3SgObvPoss,Dim,NONE,NONE,NONE,Pl,odaniibiishibagoonsini,o<<aniibiishibagw2>>oonsiniw1,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3PlObvPoss,Dim,NONE,NONE,NONE,Pl,odaniibiishibagoonsini,o<<aniibiishibagw2>>oonsiniw1,GUESS,,,
