,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
88,NA,NA_VVw,ikwe,ikwew2,1SgPoss,NONE,Poss,NONE,NONE,ObvPl,nindikwema',ni<<ikwew2>>ma',JDN-2010-Nouns,nindikweman,ni<<ikwew2>>man,JDN-2010-Nouns
89,NA,NA_VVw,ikwe,ikwew2,ExclPoss,NONE,Poss,NONE,NONE,ObvPl,nindikweminaani',ni<<ikwew2>>minaani',JDN-2010-Nouns,nindikweminaanin,ni<<ikwew2>>minaanin,JDN-2010-Nouns
90,NA,NA_VVw,ikwe,ikwew2,InclPoss,NONE,Poss,NONE,NONE,ObvPl,gidikweminaani',gi<<ikwew2>>minaani',JDN-2010-Nouns,gidikweminaanin,gi<<ikwew2>>minaanin,JDN-2010-Nouns
91,NA,NA_VVw,ikwe,ikwew2,2SgPoss,NONE,Poss,NONE,NONE,ObvPl,gidikwema',gi<<ikwew2>>ma',JDN-2010-Nouns,gidikweman,gi<<ikwew2>>man,JDN-2010-Nouns
92,NA,NA_VVw,ikwe,ikwew2,2PlPoss,NONE,Poss,NONE,NONE,ObvPl,gidikwemiwaa',gi<<ikwew2>>miwaa',JDN-2010-Nouns,gidikwemiwaan,gi<<ikwew2>>miwaan,JDN-2010-Nouns
93,NA,NA_VVw,ikwe,ikwew2,3SgProxPoss,NONE,Poss,NONE,NONE,ObvPl,odikwema',o<<ikwew2>>ma',JDN-2010-Nouns,odikweman,o<<ikwew2>>man,JDN-2010-Nouns
94,NA,NA_VVw,ikwe,ikwew2,3PlProxPoss,NONE,Poss,NONE,NONE,ObvPl,odikwemiwaa',o<<ikwew2>>miwaa',JDN-2010-Nouns,odikwemiwaan,o<<ikwew2>>miwaan,JDN-2010-Nouns
95,NA,NA_VVw,ikwe,ikwew2,3SgObvPoss,NONE,Poss,NONE,NONE,ObvPl,odikwemini,o<<ikwew2>>miniw1,JDN-2010-Nouns,odikwemini,o<<ikwew2>>miniw1,JDN-2010-Nouns
96,NA,NA_VVw,ikwe,ikwew2,3PlObvPoss,NONE,Poss,NONE,NONE,ObvPl,odikwemini,o<<ikwew2>>miniw1,GUESS,odikwemini,o<<ikwew2>>miniw1,GUESS
125,NA,NA_VVw,ikwe,ikwew2,1SgPoss,Dim,NONE,NONE,NONE,ObvPl,nindikwensa',ni<<ikwew2>>nsa',JDN-2010-Nouns,nindikwensan,ni<<ikwew2>>nsan,JDN-2010-Nouns
126,NA,NA_VVw,ikwe,ikwew2,ExclPoss,Dim,NONE,NONE,NONE,ObvPl,nindikwensinaani',ni<<ikwew2>>nsinaani',JDN-2010-Nouns,nindikwensinaanin,ni<<ikwew2>>nsinaanin,JDN-2010-Nouns
127,NA,NA_VVw,ikwe,ikwew2,InclPoss,Dim,NONE,NONE,NONE,ObvPl,gidikwensinaani',gi<<ikwew2>>nsinaani',JDN-2010-Nouns,gidikwensinaanin,gi<<ikwew2>>nsinaanin,JDN-2010-Nouns
128,NA,NA_VVw,ikwe,ikwew2,2SgPoss,Dim,NONE,NONE,NONE,ObvPl,gidikwensa',gi<<ikwew2>>nsa',JDN-2010-Nouns,gidikwensan,gi<<ikwew2>>nsan,JDN-2010-Nouns
129,NA,NA_VVw,ikwe,ikwew2,2PlPoss,Dim,NONE,NONE,NONE,ObvPl,gidikwensiwaa',gi<<ikwew2>>nsiwaa',JDN-2010-Nouns,gidikwensiwaan,gi<<ikwew2>>nsiwaan,JDN-2010-Nouns
130,NA,NA_VVw,ikwe,ikwew2,3SgProxPoss,Dim,NONE,NONE,NONE,ObvPl,odikwensa',o<<ikwew2>>nsa',JDN-2010-Nouns,odikwensan,o<<ikwew2>>nsan,JDN-2010-Nouns
131,NA,NA_VVw,ikwe,ikwew2,3PlProxPoss,Dim,NONE,NONE,NONE,ObvPl,odikwensiwaa',o<<ikwew2>>nsiwaa',JDN-2010-Nouns,odikwensiwaan,o<<ikwew2>>nsiwaan,JDN-2010-Nouns
132,NA,NA_VVw,ikwe,ikwew2,3SgObvPoss,Dim,NONE,NONE,NONE,ObvPl,odikwensini,o<<ikwew2>>nsiniw1,JDN-2010-Nouns,odikwensini,o<<ikwew2>>nsiniw1,JDN-2010-Nouns
133,NA,NA_VVw,ikwe,ikwew2,3PlObvPoss,Dim,NONE,NONE,NONE,ObvPl,odikwensini,o<<ikwew2>>nsiniw1,GUESS,odikwensini,o<<ikwew2>>nsiniw1,GUESS
162,NA,NA_VVw,ikwe,ikwew2,1SgPoss,Dim,Poss,NONE,NONE,ObvPl,nindikwensima',ni<<ikwew2>>nsima',JDN-2010-Nouns,nindikwensiman,ni<<ikwew2>>nsiman,JDN-2010-Nouns
163,NA,NA_VVw,ikwe,ikwew2,ExclPoss,Dim,Poss,NONE,NONE,ObvPl,nindikwensiminaani',ni<<ikwew2>>nsiminaani',JDN-2010-Nouns,nindikwensiminaanin,ni<<ikwew2>>nsiminaanin,JDN-2010-Nouns
164,NA,NA_VVw,ikwe,ikwew2,InclPoss,Dim,Poss,NONE,NONE,ObvPl,gidikwensiminaani',gi<<ikwew2>>nsiminaani',JDN-2010-Nouns,gidikwensiminaanin,gi<<ikwew2>>nsiminaanin,JDN-2010-Nouns
165,NA,NA_VVw,ikwe,ikwew2,2SgPoss,Dim,Poss,NONE,NONE,ObvPl,gidikwensima',gi<<ikwew2>>nsima',JDN-2010-Nouns,gidikwensiman,gi<<ikwew2>>nsiman,JDN-2010-Nouns
166,NA,NA_VVw,ikwe,ikwew2,2PlPoss,Dim,Poss,NONE,NONE,ObvPl,gidikwensimiwaa',gi<<ikwew2>>nsimiwaa',JDN-2010-Nouns,gidikwensimiwaan,gi<<ikwew2>>nsimiwaan,JDN-2010-Nouns
167,NA,NA_VVw,ikwe,ikwew2,3SgProxPoss,Dim,Poss,NONE,NONE,ObvPl,odikwensima',o<<ikwew2>>nsima',JDN-2010-Nouns,odikwensiman,o<<ikwew2>>nsiman,JDN-2010-Nouns
168,NA,NA_VVw,ikwe,ikwew2,3PlProxPoss,Dim,Poss,NONE,NONE,ObvPl,odikwensimiwaa',o<<ikwew2>>nsimiwaa',JDN-2010-Nouns,odikwensimiwaan,o<<ikwew2>>nsimiwaan,JDN-2010-Nouns
169,NA,NA_VVw,ikwe,ikwew2,3SgObvPoss,Dim,Poss,NONE,NONE,ObvPl,odikwensimini,o<<ikwew2>>nsiminiw1,JDN-2010-Nouns,odikwensimini,o<<ikwew2>>nsiminiw1,JDN-2010-Nouns
170,NA,NA_VVw,ikwe,ikwew2,3PlObvPoss,Dim,Poss,NONE,NONE,ObvPl,odikwensimini,o<<ikwew2>>nsiminiw1,GUESS,odikwensimini,o<<ikwew2>>nsiminiw1,GUESS
199,NA,NA_VVw,ikwe,ikwew2,1SgPoss,NONE,NONE,Pej,NONE,ObvPl,nindikwewisha',ni<<ikwew2>>isha',JDN-2010-Nouns,nindikwewishan,ni<<ikwew2>>ishan,JDN-2010-Nouns
200,NA,NA_VVw,ikwe,ikwew2,ExclPoss,NONE,NONE,Pej,NONE,ObvPl,nindikwewishinaani',ni<<ikwew2>>ishinaani',JDN-2010-Nouns,nindikwewishinaanin,ni<<ikwew2>>ishinaanin,JDN-2010-Nouns
201,NA,NA_VVw,ikwe,ikwew2,InclPoss,NONE,NONE,Pej,NONE,ObvPl,gidikwewishinaani',gi<<ikwew2>>ishinaani',JDN-2010-Nouns,gidikwewishinaanin,gi<<ikwew2>>ishinaanin,JDN-2010-Nouns
202,NA,NA_VVw,ikwe,ikwew2,2SgPoss,NONE,NONE,Pej,NONE,ObvPl,gidikwewisha',gi<<ikwew2>>isha',JDN-2010-Nouns,gidikwewishan,gi<<ikwew2>>ishan,JDN-2010-Nouns
203,NA,NA_VVw,ikwe,ikwew2,2PlPoss,NONE,NONE,Pej,NONE,ObvPl,gidikwewishiwaa',gi<<ikwew2>>ishiwaa',JDN-2010-Nouns,gidikwewishiwaan,gi<<ikwew2>>ishiwaan,JDN-2010-Nouns
204,NA,NA_VVw,ikwe,ikwew2,3SgProxPoss,NONE,NONE,Pej,NONE,ObvPl,odikwewisha',o<<ikwew2>>isha',JDN-2010-Nouns,odikwewishan,o<<ikwew2>>ishan,JDN-2010-Nouns
205,NA,NA_VVw,ikwe,ikwew2,3PlProxPoss,NONE,NONE,Pej,NONE,ObvPl,odikwewishiwaa',o<<ikwew2>>ishiwaa',JDN-2010-Nouns,odikwewishiwaan,o<<ikwew2>>ishiwaan,JDN-2010-Nouns
206,NA,NA_VVw,ikwe,ikwew2,3SgObvPoss,NONE,NONE,Pej,NONE,ObvPl,odikwewishini,o<<ikwew2>>ishiniw1,JDN-2010-Nouns,odikwewishini,o<<ikwew2>>ishiniw1,JDN-2010-Nouns
207,NA,NA_VVw,ikwe,ikwew2,3PlObvPoss,NONE,NONE,Pej,NONE,ObvPl,odikwewishini,o<<ikwew2>>ishiniw1,GUESS,odikwewishini,o<<ikwew2>>ishiniw1,GUESS
236,NA,NA_VVw,ikwe,ikwew2,1SgPoss,NONE,Poss,Pej,NONE,ObvPl,nindikwemisha',ni<<ikwew2>>misha',JDN-2010-Nouns,nindikwemishan,ni<<ikwew2>>mishan,JDN-2010-Nouns
237,NA,NA_VVw,ikwe,ikwew2,ExclPoss,NONE,Poss,Pej,NONE,ObvPl,nindikwemishinaani',ni<<ikwew2>>mishinaani',JDN-2010-Nouns,nindikwemishinaanin,ni<<ikwew2>>mishinaanin,JDN-2010-Nouns
238,NA,NA_VVw,ikwe,ikwew2,InclPoss,NONE,Poss,Pej,NONE,ObvPl,gidikwemishinaani',gi<<ikwew2>>mishinaani',JDN-2010-Nouns,gidikwemishinaanin,gi<<ikwew2>>mishinaanin,JDN-2010-Nouns
239,NA,NA_VVw,ikwe,ikwew2,2SgPoss,NONE,Poss,Pej,NONE,ObvPl,gidikwemisha',gi<<ikwew2>>misha',JDN-2010-Nouns,gidikwemishan,gi<<ikwew2>>mishan,JDN-2010-Nouns
240,NA,NA_VVw,ikwe,ikwew2,2PlPoss,NONE,Poss,Pej,NONE,ObvPl,gidikwemishiwaa',gi<<ikwew2>>mishiwaa',JDN-2010-Nouns,gidikwemishiwaan,gi<<ikwew2>>mishiwaan,JDN-2010-Nouns
