Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source
NI,NI_VVw,moo,moow2,2PlPoss,NONE,Poss,NONE,Pret,ObvPl,gimoomiwaabanii',gi<<moow2>>miwaabanii',GUESS,gimoomiwaabaniin,gi<<moow2>>miwaabaniin,GUESS,gimoomiwaabanen,gi<<moow2>>miwaabanen,GUESS
NI,NI_VVw,moo,moow2,2PlPoss,Dim,NONE,NONE,Pret,ObvPl,gimoonsiwaabanii',gi<<moow2>>nsiwaabanii',GUESS,gimoonsiwaabaniin,gi<<moow2>>nsiwaabaniin,GUESS,gimoonsiwaabanen,gi<<moow2>>nsiwaabanen,GUESS
NI,NI_VVw,moo,moow2,2PlPoss,Dim,Poss,NONE,Pret,ObvPl,gimoonsimiwaabanii',gi<<moow2>>nsimiwaabanii',GUESS,gimoonsimiwaabaniin,gi<<moow2>>nsimiwaabaniin,GUESS,gimoonsimiwaabanen,gi<<moow2>>nsimiwaabanen,GUESS
NI,NI_VVw,moo,moow2,2PlPoss,NONE,NONE,NONE,Pret,ObvSg,gimoowaabaniin,gi<<moow2>>waabaniin,GUESS,gimoowaabanen,gi<<moow2>>waabanen,GUESS,,,
NI,NI_VVw,moo,moow2,2PlPoss,NONE,Poss,NONE,Pret,ObvSg,gimoomiwaabaniin,gi<<moow2>>miwaabaniin,GUESS,gimoomiwaabanen,gi<<moow2>>miwaabanen,GUESS,,,
NI,NI_VVw,moo,moow2,2PlPoss,Dim,NONE,NONE,Pret,ObvSg,gimoonsiwaabaniin,gi<<moow2>>nsiwaabaniin,GUESS,gimoonsiwaabanen,gi<<moow2>>nsiwaabanen,GUESS,,,
NI,NI_VVw,moo,moow2,2PlPoss,Dim,Poss,NONE,Pret,ObvSg,gimoonsimiwaabaniin,gi<<moow2>>nsimiwaabaniin,GUESS,gimoonsimiwaabanen,gi<<moow2>>nsimiwaabanen,GUESS,,,
NI,NI_VVw,moo,moow2,2PlPoss,NONE,NONE,NONE,Pret,ProxPl,gimoowaabaniig,gi<<moow2>>waabaniig,GUESS,gimoowaabaneg,gi<<moow2>>waabaneg,GUESS,,,
NI,NI_VVw,moo,moow2,2PlPoss,NONE,Poss,NONE,Pret,ProxPl,gimoomiwaabaniig,gi<<moow2>>miwaabaniig,GUESS,gimoomiwaabaneg,gi<<moow2>>miwaabaneg,GUESS,,,
NI,NI_VVw,moo,moow2,2PlPoss,Dim,NONE,NONE,Pret,ProxPl,gimoonsiwaabaniig,gi<<moow2>>nsiwaabaniig,GUESS,gimoonsiwaabaneg,gi<<moow2>>nsiwaabaneg,GUESS,,,
NI,NI_VVw,moo,moow2,2PlPoss,Dim,Poss,NONE,Pret,ProxPl,gimoonsimiwaabaniig,gi<<moow2>>nsimiwaabaniig,GUESS,gimoonsimiwaabaneg,gi<<moow2>>nsimiwaabaneg,GUESS,,,
NI,NI_VVw,moo,moow2,2PlPoss,NONE,NONE,NONE,Pret,ProxSg,gimoowaaban,gi<<moow2>>waaban,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2PlPoss,NONE,Poss,NONE,Pret,ProxSg,gimoomiwaaban,gi<<moow2>>miwaaban,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2PlPoss,Dim,NONE,NONE,Pret,ProxSg,gimoonsiwaaban,gi<<moow2>>nsiwaaban,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2PlPoss,Dim,Poss,NONE,Pret,ProxSg,gimoonsimiwaaban,gi<<moow2>>nsimiwaaban,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,NONE,NONE,NONE,NONE,Loc,gimoong,gi<<moow2>>ng,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,NONE,Poss,NONE,NONE,Loc,gimooming,gi<<moow2>>ming,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,Dim,NONE,NONE,NONE,Loc,gimoonsing,gi<<moow2>>nsing,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,Dim,Poss,NONE,NONE,Loc,gimoonsiming,gi<<moow2>>nsiming,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,NONE,NONE,Pej,NONE,Loc,gimoowishing,gi<<moow2>>ishing,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,NONE,Poss,Pej,NONE,Loc,gimoomishing,gi<<moow2>>mishing,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,Dim,NONE,Pej,NONE,Loc,gimoonzhishing,gi<<moow2>>nzhishing,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,Dim,Poss,Pej,NONE,Loc,gimoonsimishing,gi<<moow2>>nsimishing,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,NONE,NONE,NONE,NONE,ObvPl,gimoowa',gi<<moow2>>a',GUESS,gimoowan,gi<<moow2>>an,GUESS,,,
NI,NI_VVw,moo,moow2,2SgPoss,NONE,Poss,NONE,NONE,ObvPl,gimooma',gi<<moow2>>ma',GUESS,gimooman,gi<<moow2>>man,GUESS,,,
NI,NI_VVw,moo,moow2,2SgPoss,Dim,NONE,NONE,NONE,ObvPl,gimoonsa',gi<<moow2>>nsa',GUESS,gimoonsan,gi<<moow2>>nsan,GUESS,,,
NI,NI_VVw,moo,moow2,2SgPoss,Dim,Poss,NONE,NONE,ObvPl,gimoonsima',gi<<moow2>>nsima',GUESS,gimoonsiman,gi<<moow2>>nsiman,GUESS,,,
NI,NI_VVw,moo,moow2,2SgPoss,NONE,NONE,Pej,NONE,ObvPl,gimoowisha',gi<<moow2>>isha',GUESS,gimoowishan,gi<<moow2>>ishan,GUESS,,,
NI,NI_VVw,moo,moow2,2SgPoss,NONE,Poss,Pej,NONE,ObvPl,gimoomisha',gi<<moow2>>misha',GUESS,gimoomishan,gi<<moow2>>mishan,GUESS,,,
NI,NI_VVw,moo,moow2,2SgPoss,Dim,NONE,Pej,NONE,ObvPl,gimoonzhisha',gi<<moow2>>nzhisha',GUESS,gimoonzhishan,gi<<moow2>>nzhishan,GUESS,,,
NI,NI_VVw,moo,moow2,2SgPoss,Dim,Poss,Pej,NONE,ObvPl,gimoonsimisha',gi<<moow2>>nsimisha',GUESS,gimoonsimishan,gi<<moow2>>nsimishan,GUESS,,,
NI,NI_VVw,moo,moow2,2SgPoss,NONE,NONE,NONE,NONE,ObvSg,gimoowan,gi<<moow2>>an,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,NONE,Poss,NONE,NONE,ObvSg,gimooman,gi<<moow2>>man,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,Dim,NONE,NONE,NONE,ObvSg,gimoonsan,gi<<moow2>>nsan,GUESS,,,,,,
NI,NI_VVw,moo,moow2,2SgPoss,Dim,Poss,NONE,NONE,ObvSg,gimoonsiman,gi<<moow2>>nsiman,GUESS,,,,,,
