,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source
77,NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,Pej,NONE,ProxSg,ginaanish,g<<naan>>ish,JDN-2010-Nouns
78,NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,Pej,NONE,ProxSg,ginaanishiwaa,g<<naan>>ishiwaa,JDN-2010-Nouns
79,NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,Pej,NONE,ProxPl,ninaanishag,n<<naan>>ishag,JDN-2010-Nouns
80,NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,Pej,NONE,ProxPl,ninaanishinaanig,n<<naan>>ishinaanig,JDN-2010-Nouns
81,NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,Pej,NONE,ProxPl,ginaanishinaanig,g<<naan>>ishinaanig,JDN-2010-Nouns
82,NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,Pej,NONE,ProxPl,ginaanishag,g<<naan>>ishag,JDN-2010-Nouns
83,NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,Pej,NONE,ProxPl,ginaanishiwaag,g<<naan>>ishiwaag,JDN-2010-Nouns
84,NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,Pej,NONE,ObvSg,ninaanishan,n<<naan>>ishan,JDN-2010-Nouns
85,NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,Pej,NONE,ObvSg,ninaanishinaanin,n<<naan>>ishinaanin,JDN-2010-Nouns
86,NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,Pej,NONE,ObvSg,ginaanishinaanin,g<<naan>>ishinaanin,JDN-2010-Nouns
87,NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,Pej,NONE,ObvSg,ginaanishan,g<<naan>>ishan,JDN-2010-Nouns
88,NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,Pej,NONE,ObvSg,ginaanishiwaan,g<<naan>>ishiwaan,JDN-2010-Nouns
89,NAD,NAD_C,naan,naan,3SgProxPoss,NONE,NONE,Pej,NONE,ObvSg,onaanishan,w<<naan>>ishan,JDN-2010-Nouns
90,NAD,NAD_C,naan,naan,3PlProxPoss,NONE,NONE,Pej,NONE,ObvSg,onaanishiwaan,w<<naan>>ishiwaan,JDN-2010-Nouns
91,NAD,NAD_C,naan,naan,3SgObvPoss,NONE,NONE,Pej,NONE,ObvSg,onaanishini,w<<naan>>ishiniw1,JDN-2010-Nouns
92,NAD,NAD_C,naan,naan,3PlObvPoss,NONE,NONE,Pej,NONE,ObvSg,onaanishini,w<<naan>>ishiniw1,GUESS
93,NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,Pej,NONE,ObvPl,ninaanisha',n<<naan>>isha',JDN-2010-Nouns
94,NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,Pej,NONE,ObvPl,ninaanishinaani',n<<naan>>ishinaani',JDN-2010-Nouns
95,NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,Pej,NONE,ObvPl,ginaanishinaani',g<<naan>>ishinaani',JDN-2010-Nouns
96,NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,Pej,NONE,ObvPl,ginaanisha',g<<naan>>isha',JDN-2010-Nouns
97,NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,Pej,NONE,ObvPl,ginaanishiwaa',g<<naan>>ishiwaa',JDN-2010-Nouns
98,NAD,NAD_C,naan,naan,3SgProxPoss,NONE,NONE,Pej,NONE,ObvPl,onaanisha',w<<naan>>isha',JDN-2010-Nouns
99,NAD,NAD_C,naan,naan,3PlProxPoss,NONE,NONE,Pej,NONE,ObvPl,onaanishiwaa',w<<naan>>ishiwaa',JDN-2010-Nouns
100,NAD,NAD_C,naan,naan,3SgObvPoss,NONE,NONE,Pej,NONE,ObvPl,onaanishini,w<<naan>>ishiniw1,JDN-2010-Nouns
101,NAD,NAD_C,naan,naan,3PlObvPoss,NONE,NONE,Pej,NONE,ObvPl,onaanishini,w<<naan>>ishiniw1,GUESS
102,NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,Pej,NONE,Loc,ninaanishing,n<<naan>>ishing,JDN-2010-Nouns
103,NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,Pej,NONE,Loc,ninaanishinaang,n<<naan>>ishinaang,JDN-2010-Nouns
104,NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,Pej,NONE,Loc,ginaanishinaang,g<<naan>>ishinaang,JDN-2010-Nouns
105,NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,Pej,NONE,Loc,ginaanishing,g<<naan>>ishing,JDN-2010-Nouns
106,NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,Pej,NONE,Loc,ginaanishiwaang,g<<naan>>ishiwaang,JDN-2010-Nouns
107,NAD,NAD_C,naan,naan,3SgProxPoss,NONE,NONE,Pej,NONE,Loc,onaanishing,w<<naan>>ishing,JDN-2010-Nouns
108,NAD,NAD_C,naan,naan,3PlProxPoss,NONE,NONE,Pej,NONE,Loc,onaanishiwaang,w<<naan>>ishiwaang,JDN-2010-Nouns
109,NAD,NAD_C,naan,naan,3SgObvPoss,NONE,NONE,Pej,NONE,Loc,onaanishining,w<<naan>>ishining,JDN-2010-Nouns
110,NAD,NAD_C,naan,naan,3PlObvPoss,NONE,NONE,Pej,NONE,Loc,onaanishining,w<<naan>>ishining,GUESS
111,NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,NONE,Pret,ProxSg,ninaaniban,n<<naan>>iban,JDN-2010-Nouns
112,NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,NONE,Pret,ProxSg,ninaaninaaban,n<<naan>>inaaban,JDN-2010-Nouns
113,NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,NONE,Pret,ProxSg,ginaaninaaban,g<<naan>>inaaban,JDN-2010-Nouns
114,NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,NONE,Pret,ProxSg,ginaaniban,g<<naan>>iban,JDN-2010-Nouns
115,NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,NONE,Pret,ProxSg,ginaaniwaaban,g<<naan>>iwaaban,JDN-2010-Nouns
116,NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,NONE,Pret,ProxPl,ninaanibaniig,n<<naan>>ibaniig,JDN-2010-Nouns
117,NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,NONE,Pret,ProxPl,ninaaninaabaniig,n<<naan>>inaabaniig,JDN-2010-Nouns
118,NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,NONE,Pret,ProxPl,ginaaninaabaniig,g<<naan>>inaabaniig,JDN-2010-Nouns
119,NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,NONE,Pret,ProxPl,ginaanibaniig,g<<naan>>ibaniig,JDN-2010-Nouns
120,NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,NONE,Pret,ProxPl,ginaaniwaabaniig,g<<naan>>iwaabaniig,JDN-2010-Nouns
121,NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,NONE,Pret,ObvSg,ninaanibaniin,n<<naan>>ibaniin,JDN-2010-Nouns
122,NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,NONE,Pret,ObvSg,ninaaninaabaniin,n<<naan>>inaabaniin,JDN-2010-Nouns
123,NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,NONE,Pret,ObvSg,ginaaninaabaniin,g<<naan>>inaabaniin,JDN-2010-Nouns
124,NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,NONE,Pret,ObvSg,ginaanibaniin,g<<naan>>ibaniin,JDN-2010-Nouns
125,NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,NONE,Pret,ObvSg,ginaaniwaabaniin,g<<naan>>iwaabaniin,JDN-2010-Nouns
126,NAD,NAD_C,naan,naan,3SgProxPoss,NONE,NONE,NONE,Pret,ObvSg,onaanibaniin,w<<naan>>ibaniin,JDN-2010-Nouns
127,NAD,NAD_C,naan,naan,3PlProxPoss,NONE,NONE,NONE,Pret,ObvSg,onaaniwaabaniin,w<<naan>>iwaabaniin,JDN-2010-Nouns
128,NAD,NAD_C,naan,naan,3SgObvPoss,NONE,NONE,NONE,Pret,ObvSg,onaaniniban,w<<naan>>iniban,JDN-2010-Nouns
129,NAD,NAD_C,naan,naan,3PlObvPoss,NONE,NONE,NONE,Pret,ObvSg,onaaniniban,w<<naan>>iniban,GUESS
130,NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,NONE,Pret,ObvPl,ninaanibanii',n<<naan>>ibanii',JDN-2010-Nouns
131,NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,NONE,Pret,ObvPl,ninaaninaabanii',n<<naan>>inaabanii',JDN-2010-Nouns
