,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source
131,NID,NID_C,kaad,kaad,3SgProxPoss,NONE,NONE,Pej,NONE,Loc,okaadishing,w<<kaad>>ishing,JDN-2010-Nouns
132,NID,NID_C,kaad,kaad,3PlProxPoss,NONE,NONE,Pej,NONE,Loc,okaadishiwaang,w<<kaad>>ishiwaang,JDN-2010-Nouns
133,NID,NID_C,kaad,kaad,3SgObvPoss,NONE,NONE,Pej,NONE,Loc,okaadishining,w<<kaad>>ishining,JDN-2010-Nouns
134,NID,NID_C,kaad,kaad,3PlObvPoss,NONE,NONE,Pej,NONE,Loc,okaadishining,w<<kaad>>ishining,GUESS
135,NID,NID_C,kaad,kaad,1SgPoss,NONE,Poss,Pej,NONE,Pl,nikaadimishan,n<<kaad>>imishan,JDN-2010-Nouns
136,NID,NID_C,kaad,kaad,ExclPoss,NONE,Poss,Pej,NONE,Pl,nikaadimishinaanin,n<<kaad>>imishinaanin,JDN-2010-Nouns
137,NID,NID_C,kaad,kaad,InclPoss,NONE,Poss,Pej,NONE,Pl,gikaadimishinaanin,g<<kaad>>imishinaanin,JDN-2010-Nouns
138,NID,NID_C,kaad,kaad,2SgPoss,NONE,Poss,Pej,NONE,Pl,gikaadimishan,g<<kaad>>imishan,JDN-2010-Nouns
139,NID,NID_C,kaad,kaad,2PlPoss,NONE,Poss,Pej,NONE,Pl,gikaadimishiwaan,g<<kaad>>imishiwaan,JDN-2010-Nouns
140,NID,NID_C,kaad,kaad,3SgProxPoss,NONE,Poss,Pej,NONE,Pl,okaadimishan,w<<kaad>>imishan,JDN-2010-Nouns
141,NID,NID_C,kaad,kaad,3PlProxPoss,NONE,Poss,Pej,NONE,Pl,okaadimishiwaan,w<<kaad>>imishiwaan,JDN-2010-Nouns
142,NID,NID_C,kaad,kaad,3SgObvPoss,NONE,Poss,Pej,NONE,Pl,okaadimishini,w<<kaad>>imishiniw1,JDN-2010-Nouns
143,NID,NID_C,kaad,kaad,3PlObvPoss,NONE,Poss,Pej,NONE,Pl,okaadimishini,w<<kaad>>imishiniw1,GUESS
144,NID,NID_C,kaad,kaad,1SgPoss,NONE,Poss,Pej,NONE,Sg,nikaadimish,n<<kaad>>imish,JDN-2010-Nouns
145,NID,NID_C,kaad,kaad,ExclPoss,NONE,Poss,Pej,NONE,Sg,nikaadimishinaan,n<<kaad>>imishinaan,JDN-2010-Nouns
146,NID,NID_C,kaad,kaad,InclPoss,NONE,Poss,Pej,NONE,Sg,gikaadimishinaan,g<<kaad>>imishinaan,JDN-2010-Nouns
147,NID,NID_C,kaad,kaad,2SgPoss,NONE,Poss,Pej,NONE,Sg,gikaadimish,g<<kaad>>imish,JDN-2010-Nouns
148,NID,NID_C,kaad,kaad,2PlPoss,NONE,Poss,Pej,NONE,Sg,gikaadimishiwaa,g<<kaad>>imishiwaa,JDN-2010-Nouns
149,NID,NID_C,kaad,kaad,3SgProxPoss,NONE,Poss,Pej,NONE,Sg,okaadimish,w<<kaad>>imish,JDN-2010-Nouns
150,NID,NID_C,kaad,kaad,3PlProxPoss,NONE,Poss,Pej,NONE,Sg,okaadimishiwaa,w<<kaad>>imishiwaa,JDN-2010-Nouns
151,NID,NID_C,kaad,kaad,3SgObvPoss,NONE,Poss,Pej,NONE,Sg,okaadimishini,w<<kaad>>imishiniw1,JDN-2010-Nouns
152,NID,NID_C,kaad,kaad,3PlObvPoss,NONE,Poss,Pej,NONE,Sg,okaadimishini,w<<kaad>>imishiniw1,GUESS
153,NID,NID_C,kaad,kaad,1SgPoss,NONE,Poss,Pej,NONE,Loc,nikaadimishing,n<<kaad>>imishing,JDN-2010-Nouns
154,NID,NID_C,kaad,kaad,ExclPoss,NONE,Poss,Pej,NONE,Loc,nikaadimishinaang,n<<kaad>>imishinaang,JDN-2010-Nouns
155,NID,NID_C,kaad,kaad,InclPoss,NONE,Poss,Pej,NONE,Loc,gikaadimishinaang,g<<kaad>>imishinaang,JDN-2010-Nouns
156,NID,NID_C,kaad,kaad,2SgPoss,NONE,Poss,Pej,NONE,Loc,gikaadimishing,g<<kaad>>imishing,JDN-2010-Nouns
157,NID,NID_C,kaad,kaad,2PlPoss,NONE,Poss,Pej,NONE,Loc,gikaadimishiwaang,g<<kaad>>imishiwaang,JDN-2010-Nouns
158,NID,NID_C,kaad,kaad,3SgProxPoss,NONE,Poss,Pej,NONE,Loc,okaadimishing,w<<kaad>>imishing,JDN-2010-Nouns
159,NID,NID_C,kaad,kaad,3PlProxPoss,NONE,Poss,Pej,NONE,Loc,okaadimishiwaang,w<<kaad>>imishiwaang,JDN-2010-Nouns
160,NID,NID_C,kaad,kaad,3SgObvPoss,NONE,Poss,Pej,NONE,Loc,okaadimishining,w<<kaad>>imishining,JDN-2010-Nouns
161,NID,NID_C,kaad,kaad,3PlObvPoss,NONE,Poss,Pej,NONE,Loc,okaadimishining,w<<kaad>>imishining,GUESS
162,NID,NID_C,kaad,kaad,1SgPoss,NONE,NONE,NONE,Pret,Pl,nikaadibaniin,n<<kaad>>ibaniin,JDN-2010-Nouns
163,NID,NID_C,kaad,kaad,ExclPoss,NONE,NONE,NONE,Pret,Pl,nikaadinaabaniin,n<<kaad>>inaabaniin,JDN-2010-Nouns
164,NID,NID_C,kaad,kaad,InclPoss,NONE,NONE,NONE,Pret,Pl,gikaadinaabaniin,g<<kaad>>inaabaniin,JDN-2010-Nouns
165,NID,NID_C,kaad,kaad,2SgPoss,NONE,NONE,NONE,Pret,Pl,gikaadibaniin,g<<kaad>>ibaniin,JDN-2010-Nouns
166,NID,NID_C,kaad,kaad,2PlPoss,NONE,NONE,NONE,Pret,Pl,gikaadiwaabaniin,g<<kaad>>iwaabaniin,JDN-2010-Nouns
167,NID,NID_C,kaad,kaad,3SgProxPoss,NONE,NONE,NONE,Pret,Pl,okaadibaniin,w<<kaad>>ibaniin,JDN-2010-Nouns
168,NID,NID_C,kaad,kaad,3PlProxPoss,NONE,NONE,NONE,Pret,Pl,okaadiwaabaniin,w<<kaad>>iwaabaniin,JDN-2010-Nouns
169,NID,NID_C,kaad,kaad,3SgObvPoss,NONE,NONE,NONE,Pret,Pl,okaadiniban,w<<kaad>>iniban,JDN-2010-Nouns
170,NID,NID_C,kaad,kaad,3PlObvPoss,NONE,NONE,NONE,Pret,Pl,okaadiniban,w<<kaad>>iniban,GUESS
171,NID,NID_C,kaad,kaad,1SgPoss,NONE,NONE,NONE,Pret,Sg,nikaadiban,n<<kaad>>iban,JDN-2010-Nouns
172,NID,NID_C,kaad,kaad,ExclPoss,NONE,NONE,NONE,Pret,Sg,nikaadinaaban,n<<kaad>>inaaban,JDN-2010-Nouns
173,NID,NID_C,kaad,kaad,InclPoss,NONE,NONE,NONE,Pret,Sg,gikaadinaaban,g<<kaad>>inaaban,JDN-2010-Nouns
174,NID,NID_C,kaad,kaad,2SgPoss,NONE,NONE,NONE,Pret,Sg,gikaadiban,g<<kaad>>iban,JDN-2010-Nouns
175,NID,NID_C,kaad,kaad,2PlPoss,NONE,NONE,NONE,Pret,Sg,gikaadiwaaban,g<<kaad>>iwaaban,JDN-2010-Nouns
