Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
Anim,C-final,zhiishiib,<<zhiishiib>>,1SgPoss,NA,Poss,NA,NA,ProxPl,nizhiishiibimag,ni<<zhiishiib>>imag,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,ExclPoss,NA,Poss,NA,NA,ProxPl,nizhiishiibiminaanig,ni<<zhiishiib>>iminaanig,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,InclPoss,NA,Poss,NA,NA,ProxPl,gizhiishiibiminaanig,gi<<zhiishiib>>iminaanig,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2SgPoss,NA,Poss,NA,NA,ProxPl,gizhiishiibimag,gi<<zhiishiib>>imag,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2PlPoss,NA,Poss,NA,NA,ProxPl,gizhiishiibimiwaag,gi<<zhiishiib>>imiwaag,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,1SgPoss,NA,Poss,NA,NA,ObvSg,nizhiishiibiman,ni<<zhiishiib>>iman,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,ExclPoss,NA,Poss,NA,NA,ObvSg,nizhiishiibiminaanin,ni<<zhiishiib>>iminaanin,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,InclPoss,NA,Poss,NA,NA,ObvSg,gizhiishiibiminaanin,gi<<zhiishiib>>iminaanin,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2SgPoss,NA,Poss,NA,NA,ObvSg,gizhiishiibiman,gi<<zhiishiib>>iman,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2PlPoss,NA,Poss,NA,NA,ObvSg,gizhiishiibimiwaan,gi<<zhiishiib>>imiwaan,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgProxPoss,NA,Poss,NA,NA,ObvSg,ozhiishiibiman,o<<zhiishiib>>iman,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlProxPoss,NA,Poss,NA,NA,ObvSg,ozhiishiibimiwaan,o<<zhiishiib>>imiwaan,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgObvPoss,NA,Poss,NA,NA,ObvSg,ozhiishiibimini,o<<zhiishiib>>imini,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlObvPoss,NA,Poss,NA,NA,ObvSg,ozhiishiibimini,o<<zhiishiib>>imini,GUESS,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,1SgPoss,NA,Poss,NA,NA,ObvPl,nizhiishiibima',ni<<zhiishiib>>ima',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,ExclPoss,NA,Poss,NA,NA,ObvPl,nizhiishiibiminaani',ni<<zhiishiib>>iminaani',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,InclPoss,NA,Poss,NA,NA,ObvPl,gizhiishiibiminaani',gi<<zhiishiib>>iminaani',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2SgPoss,NA,Poss,NA,NA,ObvPl,gizhiishiibima',gi<<zhiishiib>>ima',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2PlPoss,NA,Poss,NA,NA,ObvPl,gizhiishiibimiwaa',gi<<zhiishiib>>imiwaa',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgProxPoss,NA,Poss,NA,NA,ObvPl,ozhiishiibima',o<<zhiishiib>>ima',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlProxPoss,NA,Poss,NA,NA,ObvPl,ozhiishiibimiwaa',o<<zhiishiib>>imiwaa',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgObvPoss,NA,Poss,NA,NA,ObvPl,ozhiishiibimini,o<<zhiishiib>>imini,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlObvPoss,NA,Poss,NA,NA,ObvPl,ozhiishiibimini,o<<zhiishiib>>imini,GUESS,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,1SgPoss,NA,Poss,NA,NA,Loc,nizhiishiibiming,ni<<zhiishiib>>iming,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,ExclPoss,NA,Poss,NA,NA,Loc,nizhiishiibiminaang,ni<<zhiishiib>>iminaang,JDN-2010-Nouns,,,
