,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source
36,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,NONE,NONE,NONE,NONE,ProxSg,gizhiishiibiwaa,gi<<zhiishiib>>iwaa,JDN-2010-Nouns
37,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,NONE,NONE,NONE,NONE,ProxPl,ninzhiishiibag,ni<<zhiishiib>>ag,JDN-2010-Nouns
38,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,NONE,NONE,NONE,NONE,ProxPl,ninzhiishiibinaanig,ni<<zhiishiib>>inaanig,JDN-2010-Nouns
39,NA,NA_C,zhiishiib,zhiishiib,InclPoss,NONE,NONE,NONE,NONE,ProxPl,gizhiishiibinaanig,gi<<zhiishiib>>inaanig,JDN-2010-Nouns
40,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,NONE,NONE,NONE,NONE,ProxPl,gizhiishiibag,gi<<zhiishiib>>ag,JDN-2010-Nouns
41,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,NONE,NONE,NONE,NONE,ProxPl,gizhiishiibiwaag,gi<<zhiishiib>>iwaag,JDN-2010-Nouns
42,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,NONE,NONE,NONE,NONE,ObvSg,ninzhiishiiban,ni<<zhiishiib>>an,JDN-2010-Nouns
43,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,NONE,NONE,NONE,NONE,ObvSg,ninzhiishiibinaanin,ni<<zhiishiib>>inaanin,JDN-2010-Nouns
44,NA,NA_C,zhiishiib,zhiishiib,InclPoss,NONE,NONE,NONE,NONE,ObvSg,gizhiishiibinaanin,gi<<zhiishiib>>inaanin,JDN-2010-Nouns
45,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,NONE,NONE,NONE,NONE,ObvSg,gizhiishiiban,gi<<zhiishiib>>an,JDN-2010-Nouns
46,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,NONE,NONE,NONE,NONE,ObvSg,gizhiishiibiwaan,gi<<zhiishiib>>iwaan,JDN-2010-Nouns
47,NA,NA_C,zhiishiib,zhiishiib,3SgProxPoss,NONE,NONE,NONE,NONE,ObvSg,ozhiishiiban,o<<zhiishiib>>an,JDN-2010-Nouns
48,NA,NA_C,zhiishiib,zhiishiib,3PlProxPoss,NONE,NONE,NONE,NONE,ObvSg,ozhiishiibiwaan,o<<zhiishiib>>iwaan,JDN-2010-Nouns
49,NA,NA_C,zhiishiib,zhiishiib,3SgObvPoss,NONE,NONE,NONE,NONE,ObvSg,ozhiishiibini,o<<zhiishiib>>iniw1,JDN-2010-Nouns
50,NA,NA_C,zhiishiib,zhiishiib,3PlObvPoss,NONE,NONE,NONE,NONE,ObvSg,ozhiishiibini,o<<zhiishiib>>iniw1,GUESS
51,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,NONE,NONE,NONE,NONE,ObvPl,ninzhiishiiba',ni<<zhiishiib>>a',JDN-2010-Nouns
52,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,NONE,NONE,NONE,NONE,ObvPl,ninzhiishiibinaani',ni<<zhiishiib>>inaani',JDN-2010-Nouns
53,NA,NA_C,zhiishiib,zhiishiib,InclPoss,NONE,NONE,NONE,NONE,ObvPl,gizhiishiibinaani',gi<<zhiishiib>>inaani',JDN-2010-Nouns
54,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,NONE,NONE,NONE,NONE,ObvPl,gizhiishiiba',gi<<zhiishiib>>a',JDN-2010-Nouns
55,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,NONE,NONE,NONE,NONE,ObvPl,gizhiishiibiwaa',gi<<zhiishiib>>iwaa',JDN-2010-Nouns
56,NA,NA_C,zhiishiib,zhiishiib,3SgProxPoss,NONE,NONE,NONE,NONE,ObvPl,ozhiishiiba',o<<zhiishiib>>a',JDN-2010-Nouns
57,NA,NA_C,zhiishiib,zhiishiib,3PlProxPoss,NONE,NONE,NONE,NONE,ObvPl,ozhiishiibiwaa',o<<zhiishiib>>iwaa',JDN-2010-Nouns
58,NA,NA_C,zhiishiib,zhiishiib,3SgObvPoss,NONE,NONE,NONE,NONE,ObvPl,ozhiishiibini,o<<zhiishiib>>iniw1,JDN-2010-Nouns
59,NA,NA_C,zhiishiib,zhiishiib,3PlObvPoss,NONE,NONE,NONE,NONE,ObvPl,ozhiishiibini,o<<zhiishiib>>iniw1,GUESS
60,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,NONE,NONE,NONE,NONE,Loc,ninzhiishiibing,ni<<zhiishiib>>ing,JDN-2010-Nouns
61,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,NONE,NONE,NONE,NONE,Loc,ninzhiishiibinaang,ni<<zhiishiib>>inaang,JDN-2010-Nouns
62,NA,NA_C,zhiishiib,zhiishiib,InclPoss,NONE,NONE,NONE,NONE,Loc,gizhiishiibinaang,gi<<zhiishiib>>inaang,JDN-2010-Nouns
63,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,NONE,NONE,NONE,NONE,Loc,gizhiishiibing,gi<<zhiishiib>>ing,JDN-2010-Nouns
64,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,NONE,NONE,NONE,NONE,Loc,gizhiishiibiwaang,gi<<zhiishiib>>iwaang,JDN-2010-Nouns
65,NA,NA_C,zhiishiib,zhiishiib,3SgProxPoss,NONE,NONE,NONE,NONE,Loc,ozhiishiibing,o<<zhiishiib>>ing,JDN-2010-Nouns
66,NA,NA_C,zhiishiib,zhiishiib,3PlProxPoss,NONE,NONE,NONE,NONE,Loc,ozhiishiibiwaang,o<<zhiishiib>>iwaang,JDN-2010-Nouns
67,NA,NA_C,zhiishiib,zhiishiib,3SgObvPoss,NONE,NONE,NONE,NONE,Loc,ozhiishiibining,o<<zhiishiib>>ining,JDN-2010-Nouns
68,NA,NA_C,zhiishiib,zhiishiib,3PlObvPoss,NONE,NONE,NONE,NONE,Loc,ozhiishiibining,o<<zhiishiib>>ining,GUESS
69,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,NONE,Poss,NONE,NONE,ProxSg,ninzhiishiibim,ni<<zhiishiib>>im,JDN-2010-Nouns
70,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,NONE,Poss,NONE,NONE,ProxSg,ninzhiishiibiminaan,ni<<zhiishiib>>iminaan,JDN-2010-Nouns
71,NA,NA_C,zhiishiib,zhiishiib,InclPoss,NONE,Poss,NONE,NONE,ProxSg,gizhiishiibiminaan,gi<<zhiishiib>>iminaan,JDN-2010-Nouns
72,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,NONE,Poss,NONE,NONE,ProxSg,gizhiishiibiminaan,gi<<zhiishiib>>iminaan,JDN-2010-Nouns
73,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,NONE,Poss,NONE,NONE,ProxSg,gizhiishiibimiwaa,gi<<zhiishiib>>imiwaa,JDN-2010-Nouns
74,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,NONE,Poss,NONE,NONE,ProxPl,ninzhiishiibimag,ni<<zhiishiib>>imag,JDN-2010-Nouns
75,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,NONE,Poss,NONE,NONE,ProxPl,ninzhiishiibiminaanig,ni<<zhiishiib>>iminaanig,JDN-2010-Nouns
76,NA,NA_C,zhiishiib,zhiishiib,InclPoss,NONE,Poss,NONE,NONE,ProxPl,gizhiishiibiminaanig,gi<<zhiishiib>>iminaanig,JDN-2010-Nouns
77,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,NONE,Poss,NONE,NONE,ProxPl,gizhiishiibimag,gi<<zhiishiib>>imag,JDN-2010-Nouns
78,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,NONE,Poss,NONE,NONE,ProxPl,gizhiishiibimiwaag,gi<<zhiishiib>>imiwaag,JDN-2010-Nouns
